#chrom	start	end	name	score	strand	thickStart	thicEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
XII	87196	88261	YLL027W	.	+	87196	88261	0	1	1065	87188	Q3
XII	326299	327488	YLR093C	.	-	326299	327488	0	1	1189	326296	Q3
II	164359	164841	YBL029C-A	.	-	164359	164841	0	1	482	164358	Q3
XIV	90177	91576	YNL288W	.	+	90177	91576	0	1	1399	90168	Q3
XII	39679	40439	YLL050C	.	-	39679	40439	0	1	760	39676	Q3
VII	187439	190844	YGL167C	.	-	187439	190844	0	1	3405	187438	Q3
XI	452168	454203	YKR008W	.	+	452168	454203	0	1	2035	452164	Q3
XIV	255227	256680	YNL207W	.	+	255227	256680	0	1	1453	255225	Q3
VIII	206419	207327	YHR049W	.	+	206419	207327	0	1	908	206417	Q3
XI	50019	53479	YKL205W	.	+	50019	53479	0	1	3460	50014	Q3
VIII	227421	229080	YHR065C	.	-	227421	229080	0	1	1659	227419	Q3
VIII	234862	236728	YHR070W	.	+	234862	236728	0	1	1866	234860	Q3
XV	414402	415939	YOR046C	.	-	414402	415939	0	1	1537	414398	Q3
XV	803634	804276	YOR252W	.	+	803634	804276	0	1	642	803626	Q3
XVI	749151	751971	YPR112C	.	-	749151	751971	0	1	2820	749144	Q3
VII	899828	902329	YGR200C	.	-	899828	902329	0	1	2501	899820	Q3
III	23561	23990	YCL058W-A	.	+	23561	23990	0	1	429	23559	Q3
III	240023	240580	YCR071C	.	-	240023	240580	0	1	557	240021	Q3
IX	94909	96433	YIL135C	.	-	94909	96433	0	1	1524	94900	Q3
V	153470	155912	YER001W	.	+	153470	155912	0	1	2442	153469	Q3
XII	285658	286612	YLR078C	.	-	285658	286612	0	1	954	285656	Q3
IV	1386775	1388578	YDR463W	.	+	1386775	1388578	0	1	1803	1386774	Q3
XI	184520	185034	YKL138C-A	.	-	184520	185034	0	1	514	184519	Q3
X	575219	576678	YJR076C	.	-	575219	576678	0	1	1459	575214	Q3
X	417514	419599	YJL010C	.	-	417514	419599	0	1	2085	417510	Q3
XV	359956	360400	YOR015W	.	+	359956	360400	0	1	444	359953	Q3
XIV	19480	22651	YNL329C	.	-	19480	22651	0	1	3171	19479	Q3
IV	298262	300131	YDL088C	.	-	298262	300131	0	1	1869	298260	Q3
XV	711613	712612	YOR194C	.	-	711613	712612	0	1	999	711606	Q3
XV	441409	442775	YOR061W	.	+	441409	442775	0	1	1366	441405	Q3
IV	1104928	1105906	YDR319C	.	-	1104928	1105906	0	1	978	1104927	Q3
IV	439587	440870	YDL006W	.	+	439587	440870	0	1	1283	439583	Q3
IV	831807	832576	YDR185C	.	-	831807	832576	0	1	769	831799	Q3
XII	854011	854444	YLR364W	.	+	854011	854444	0	1	433	854003	Q3
V	192416	194311	YER019W	.	+	192416	194311	0	1	1895	192415	Q3
XIV	439481	440584	YNL098C	.	-	439481	440584	0	1	1103	439477	Q3
IV	931101	933312	YDR234W	.	+	931101	933312	0	1	2211	931092	Q3
XVI	534952	535712	YPL010W	.	+	534952	535712	0	1	760	534947	Q3
XIV	694197	694832	YNR036C	.	-	694197	694832	0	1	635	694191	Q3
III	24002	24351	YCL057C-A	.	-	24002	24351	0	1	349	24000	Q3
XIV	627392	628683	YNL001W	.	+	627392	628683	0	1	1291	627386	Q3
XIII	171520	173044	YML051W	.	+	171520	173044	0	1	1524	171519	Q3
III	223272	224244	YCR059C	.	-	223272	224244	0	1	972	223270	Q3
X	315679	316498	YJL063C	.	-	315679	316498	0	1	819	315676	Q3
XV	340964	342631	YOR008C	.	-	340964	342631	0	1	1667	340961	Q3
XVI	610305	613212	YPR024W	.	+	610305	613212	0	1	2907	610299	Q3
XV	761456	762105	YOR226C	.	-	761456	762105	0	1	649	761449	Q3
XIV	200465	202069	YNL239W	.	+	200465	202069	0	1	1604	200463	Q3
XIII	110976	111701	YML078W	.	+	110976	111701	0	1	725	110975	Q3
VII	636986	637633	YGR076C	.	-	636986	637633	0	1	647	636980	Q3
IV	748546	750906	YDR146C	.	-	748546	750906	0	1	2360	748539	Q3
XIII	721531	722446	YMR226C	.	-	721531	722446	0	1	915	721524	Q3
XV	187001	189522	YOL076W	.	+	187001	189522	0	1	2521	187000	Q3
VIII	222793	223770	YHR062C	.	-	222793	223770	0	1	977	222791	Q3
XV	219138	220607	YOL058W	.	+	219138	220607	0	1	1469	219136	Q3
XV	89564	91459	YOL122C	.	-	89564	91459	0	1	1895	89556	Q3
V	324179	325990	YER082C	.	-	324179	325990	0	1	1811	324176	Q3
XIV	342411	343465	YNL155W	.	+	342411	343465	0	1	1054	342408	Q3
VIII	66115	67540	YHL020C	.	-	66115	67540	0	1	1425	66109	Q3
XIII	859130	860993	YMR296C	.	-	859130	860993	0	1	1863	859122	Q3
XIII	291005	295103	YMR012W	.	+	291005	295103	0	1	4098	291003	Q3
V	404624	406766	YER123W	.	+	404624	406766	0	1	2142	404620	Q3
XVI	797527	797868	YPR133W-A	.	+	797527	797868	0	1	341	797520	Q3
XV	608555	609238	YOR148C	.	-	608555	609238	0	1	683	608549	Q3
VII	182363	184174	YGL171W	.	+	182363	184174	0	1	1811	182362	Q3
XIV	304818	307159	YNL176C	.	-	304818	307159	0	1	2341	304815	Q3
VIII	129459	130619	YHR012W	.	+	129459	130619	0	1	1160	129458	Q3
IV	730565	732890	YDR138W	.	+	730565	732890	0	1	2325	730558	Q3
X	69299	71012	YJL194W	.	+	69299	71012	0	1	1713	69293	Q3
IV	690969	691459	YDR119W-A	.	+	690969	691459	0	1	490	690963	Q3
XVI	677135	677743	YPR062W	.	+	677135	677743	0	1	608	677129	Q3
XII	210351	212098	YLR034C	.	-	210351	212098	0	1	1747	210349	Q3
IV	612050	613341	YDR083W	.	+	612050	613341	0	1	1291	612044	Q3
VII	289662	291739	YGL116W	.	+	289662	291739	0	1	2077	289660	Q3
XII	1025127	1026536	YLR446W	.	+	1025127	1026536	0	1	1409	1025126	Q3
III	17249	18714	YCL063W	.	+	17249	18714	0	1	1465	17248	Q3
IV	1246062	1248091	YDR386W	.	+	1246062	1248091	0	1	2029	1246061	Q3
IV	1204420	1206409	YDR365C	.	-	1204420	1206409	0	1	1989	1204419	Q3
VI	93383	95052	YFL022C	.	-	93383	95052	0	1	1669	93374	Q3
IV	999969	1002239	YDR266C	.	-	999969	1002239	0	1	2270	999960	Q3
XII	380817	382454	YLR116W	.	+	380817	382454	0	1	1637	380814	Q3
VIII	320238	323142	YHR103W	.	+	320238	323142	0	1	2904	320235	Q3
VII	979706	982155	YGR245C	.	-	979706	982155	0	1	2449	979697	Q3
IV	790287	791925	YDR168W	.	+	790287	791925	0	1	1638	790280	Q3
VIII	181920	183873	YHR037W	.	+	181920	183873	0	1	1953	181919	Q3
IV	1005587	1008767	YDR270W	.	+	1005587	1008767	0	1	3180	1005586	Q3
XIV	542952	545045	YNL045W	.	+	542952	545045	0	1	2093	542947	Q3
VIII	496193	497280	YHR198C	.	-	496193	497280	0	1	1087	496189	Q3
VIII	102564	104062	YHL002W	.	+	102564	104062	0	1	1498	102563	Q3
XIII	537813	538559	YMR134W	.	+	537813	538559	0	1	746	537808	Q3
IV	183236	184706	YDL150W	.	+	183236	184706	0	1	1470	183235	Q3
XV	515169	516390	YOR101W	.	+	515169	516390	0	1	1221	515164	Q3
X	570896	572172	YJR072C	.	-	570896	572172	0	1	1276	570891	Q3
XIII	226944	228708	YML023C	.	-	226944	228708	0	1	1764	226942	Q3
IX	53909	55046	YIL154C	.	-	53909	55046	0	1	1137	53904	Q3
IV	1077918	1078490	YDR308C	.	-	1077918	1078490	0	1	572	1077917	Q3
XIV	476825	478204	YNL080C	.	-	476825	478204	0	1	1379	476821	Q3
XI	532181	533535	YKR052C	.	-	532181	533535	0	1	1354	532176	Q3
IV	78403	79203	YDL212W	.	+	78403	79203	0	1	800	78396	Q3
VIII	488391	489082	YHR193C-A	.	-	488391	489082	0	1	691	488387	Q3
XIV	708457	711463	YNR047W	.	+	708457	711463	0	1	3006	708450	Q3
X	178051	180324	YJL128C	.	-	178051	180324	0	1	2273	178050	Q3
X	71359	72695	YJL193W	.	+	71359	72695	0	1	1336	71352	Q3
IV	1421130	1422597	YDR483W	.	+	1421130	1422597	0	1	1467	1421129	Q3
XII	541865	543322	YLR195C	.	-	541865	543322	0	1	1457	541860	Q3
X	102015	104521	YJL168C	.	-	102015	104521	0	1	2506	102014	Q3
X	150866	151676	YJL140W	.	+	150866	151676	0	1	810	150865	Q3
XIII	901665	902571	YMR314W	.	+	901665	902571	0	1	906	901656	Q3
XII	669372	669684	YLR262C-A	.	-	669372	669684	0	1	312	669366	Q3
VII	796554	798135	YGR154C	.	-	796554	798135	0	1	1581	796547	Q3
IV	1178616	1181413	YDR351W	.	+	1178616	1181413	0	1	2797	1178615	Q3
XV	544969	546468	YOR117W	.	+	544969	546468	0	1	1499	544964	Q3
IV	816779	817636	YDR177W	.	+	816779	817636	0	1	857	816771	Q3
IV	616726	617263	YDR086C	.	-	616726	617263	0	1	537	616720	Q3
IV	181044	183044	YDL153C	.	-	181044	183044	0	1	2000	181043	Q3
XIV	398447	400585	YNL121C	.	-	398447	400585	0	1	2138	398444	Q3
VII	150994	152808	YGL186C	.	-	150994	152808	0	1	1814	150993	Q3
XV	155151	158918	YOL087C	.	-	155151	158918	0	1	3767	155150	Q3
VII	666271	667915	YGR091W	.	+	666271	667915	0	1	1644	666265	Q3
XIV	401031	402653	YNL119W	.	+	401031	402653	0	1	1622	401027	Q3
II	321744	324094	YBR043C	.	-	321744	324094	0	1	2350	321741	Q3
IV	588745	589465	YDR071C	.	-	588745	589465	0	1	720	588740	Q3
XIV	476010	476653	YNL081C	.	-	476010	476653	0	1	643	476006	Q3
VII	375039	375781	YGL068W	.	+	375039	375781	0	1	742	375036	Q3
VII	304240	306292	YGL107C	.	-	304240	306292	0	1	2052	304237	Q3
XIV	621236	622473	YNL005C	.	-	621236	622473	0	1	1237	621230	Q3
XI	583627	584828	YKR077W	.	+	583627	584828	0	1	1201	583622	Q3
V	144269	145706	YEL006W	.	+	144269	145706	0	1	1437	144268	Q3
XIII	865495	867217	YMR300C	.	-	865495	867217	0	1	1722	865487	Q3
XVI	103167	104716	YPL235W	.	+	103167	104716	0	1	1549	103166	Q3
VII	932241	935994	YGR218W	.	+	932241	935994	0	1	3753	932232	Q3
X	620746	622564	YJR103W	.	+	620746	622564	0	1	1818	620740	Q3
VII	697367	698398	YGR104C	.	-	697367	698398	0	1	1031	697361	Q3
XVI	159831	162420	YPL207W	.	+	159831	162420	0	1	2589	159830	Q3
XV	729878	733522	YOR207C	.	-	729878	733522	0	1	3644	729871	Q3
IV	1169113	1170260	YDR347W	.	+	1169113	1170260	0	1	1147	1169112	Q3
IV	779001	780288	YDR161W	.	+	779001	780288	0	1	1287	778994	Q3
XVI	864361	866499	YPR161C	.	-	864361	866499	0	1	2138	864353	Q3
V	250636	251336	YER048W-A	.	+	250636	251336	0	1	700	250634	Q3
XIII	742960	743490	YMR236W	.	+	742960	743490	0	1	530	742953	Q3
XIV	117238	118929	YNL277W	.	+	117238	118929	0	1	1691	117237	Q3
VIII	334370	335695	YHR112C	.	-	334370	335695	0	1	1325	334367	Q3
VIII	313993	314719	YHR100C	.	-	313993	314719	0	1	726	313990	Q3
XIII	806707	807613	YMR271C	.	-	806707	807613	0	1	906	806699	Q3
XV	606569	608641	YOR147W	.	+	606569	608641	0	1	2072	606563	Q3
XV	481972	483197	YOR085W	.	+	481972	483197	0	1	1225	481968	Q3
XI	48939	49831	YKL206C	.	-	48939	49831	0	1	892	48935	Q3
VII	832405	833295	YGR167W	.	+	832405	833295	0	1	890	832397	Q3
II	171422	172384	YBL025W	.	+	171422	172384	0	1	962	171421	Q3
IV	92595	93929	YDL205C	.	-	92595	93929	0	1	1334	92586	Q3
XIV	171311	172306	YNL252C	.	-	171311	172306	0	1	995	171310	Q3
XI	176726	178253	YKL143W	.	+	176726	178253	0	1	1527	176725	Q3
XV	715437	716861	YOR196C	.	-	715437	716861	0	1	1424	715430	Q3
IV	921858	923896	YDR228C	.	-	921858	923896	0	1	2038	921849	Q3
II	122305	124822	YBL051C	.	-	122305	124822	0	1	2517	122304	Q3
XIII	695319	696606	YMR214W	.	+	695319	696606	0	1	1287	695313	Q3
XIV	700498	701687	YNR041C	.	-	700498	701687	0	1	1189	700491	Q3
II	480374	481006	YBR120C	.	-	480374	481006	0	1	632	480370	Q3
VII	634238	635590	YGR072W	.	+	634238	635590	0	1	1352	634232	Q3
VIII	370516	371606	YHR133C	.	-	370516	371606	0	1	1090	370513	Q3
VII	870093	871472	YGR187C	.	-	870093	871472	0	1	1379	870085	Q3
V	397772	399247	YER118C	.	-	397772	399247	0	1	1475	397769	Q3
X	33726	36281	YJL212C	.	-	33726	36281	0	1	2555	33723	Q3
XVI	313228	316550	YPL125W	.	+	313228	316550	0	1	3322	313225	Q3
VII	639696	640402	YGR078C	.	-	639696	640402	0	1	706	639690	Q3
XV	553115	554643	YOR123C	.	-	553115	554643	0	1	1528	553110	Q3
II	723208	723663	YBR253W	.	+	723208	723663	0	1	455	723201	Q3
XI	487738	488720	YKR025W	.	+	487738	488720	0	1	982	487734	Q3
IV	1071807	1072587	YDR304C	.	-	1071807	1072587	0	1	780	1071806	Q3
X	245529	246298	YJL097W	.	+	245529	246298	0	1	769	245527	Q3
IX	242719	243789	YIL063C	.	-	242719	243789	0	1	1070	242717	Q3
IV	971701	974272	YDR258C	.	-	971701	974272	0	1	2571	971692	Q3
XVI	339897	341025	YPL111W	.	+	339897	341025	0	1	1128	339894	Q3
I	153988	154740	YAR002C-A	.	-	153988	154740	0	1	752	153987	Q3
IV	1420326	1420852	YDR482C	.	-	1420326	1420852	0	1	526	1420325	Q3
X	63764	67644	YJL197W	.	+	63764	67644	0	1	3880	63758	Q3
IV	1436115	1436690	YDR493W	.	+	1436115	1436690	0	1	575	1436114	Q3
VII	394812	395845	YGL057C	.	-	394812	395845	0	1	1033	394809	Q3
XII	853450	853863	YLR363W-A	.	+	853450	853863	0	1	413	853442	Q3
V	70440	73443	YEL043W	.	+	70440	73443	0	1	3003	70433	Q3
IX	412949	414800	YIR031C	.	-	412949	414800	0	1	1851	412945	Q3
XII	826906	827900	YLR348C	.	-	826906	827900	0	1	994	826898	Q3
II	738558	739677	YBR265W	.	+	738558	739677	0	1	1119	738551	Q3
XIV	437570	438433	YNL100W	.	+	437570	438433	0	1	863	437566	Q3
XI	353410	355182	YKL045W	.	+	353410	355182	0	1	1772	353407	Q3
XI	461519	462815	YKR011C	.	-	461519	462815	0	1	1296	461515	Q3
VII	668129	670072	YGR092W	.	+	668129	670072	0	1	1943	668123	Q3
VII	843809	844996	YGR173W	.	+	843809	844996	0	1	1187	843801	Q3
XV	1034473	1036513	YOR372C	.	-	1034473	1036513	0	1	2040	1034472	Q3
IV	810419	811682	YDR173C	.	-	810419	811682	0	1	1263	810411	Q3
III	208072	209772	YCR045C	.	-	208072	209772	0	1	1700	208070	Q3
IV	458435	461398	YDR006C	.	-	458435	461398	0	1	2963	458431	Q3
XV	74113	77351	YOL130W	.	+	74113	77351	0	1	3238	74106	Q3
II	495478	496929	YBR130C	.	-	495478	496929	0	1	1451	495474	Q3
XIII	111864	112470	YML077W	.	+	111864	112470	0	1	606	111863	Q3
VIII	326649	328094	YHR107C	.	-	326649	328094	0	1	1445	326646	Q3
XIV	307279	308648	YNL175C	.	-	307279	308648	0	1	1369	307276	Q3
IX	155198	155799	YIL111W	.	+	155198	155799	0	1	601	155197	Q3
XIV	316081	317778	YNL169C	.	-	316081	317778	0	1	1697	316078	Q3
XIII	449990	451406	YMR091C	.	-	449990	451406	0	1	1416	449986	Q3
X	147054	147877	YJL143W	.	+	147054	147877	0	1	823	147053	Q3
V	387785	390094	YER113C	.	-	387785	390094	0	1	2309	387782	Q3
X	281066	283598	YJL082W	.	+	281066	283598	0	1	2532	281064	Q3
VIII	157520	159203	YHR024C	.	-	157520	159203	0	1	1683	157519	Q3
X	643387	644139	YJR118C	.	-	643387	644139	0	1	752	643381	Q3
XIV	481203	483068	YNL077W	.	+	481203	483068	0	1	1865	481199	Q3
VII	516667	520990	YGR014W	.	+	516667	520990	0	1	4323	516662	Q3
XIII	577668	578773	YMR161W	.	+	577668	578773	0	1	1105	577663	Q3
VII	867763	870033	YGR186W	.	+	867763	870033	0	1	2270	867755	Q3
VII	850923	853428	YGR178C	.	-	850923	853428	0	1	2505	850915	Q3
XIII	687481	688924	YMR210W	.	+	687481	688924	0	1	1443	687475	Q3
II	657767	658683	YBR217W	.	+	657767	658683	0	1	916	657761	Q3
XII	990745	992904	YLR429W	.	+	990745	992904	0	1	2159	990736	Q3
XII	415547	416694	YLR136C	.	-	415547	416694	0	1	1147	415543	Q3
XIV	466864	469918	YNL085W	.	+	466864	469918	0	1	3054	466860	Q3
X	535949	537578	YJR054W	.	+	535949	537578	0	1	1629	535944	Q3
XVI	462292	463888	YPL049C	.	-	462292	463888	0	1	1596	462288	Q3
XI	220292	221193	YKL117W	.	+	220292	221193	0	1	901	220290	Q3
XI	231955	234032	YKL109W	.	+	231955	234032	0	1	2077	231953	Q3
VII	376041	377293	YGL067W	.	+	376041	377293	0	1	1252	376038	Q3
IV	1415119	1416922	YDR479C	.	-	1415119	1416922	0	1	1803	1415118	Q3
VII	698540	699010	YGR105W	.	+	698540	699010	0	1	470	698534	Q3
XII	491714	493282	YLR163C	.	-	491714	493282	0	1	1568	491710	Q3
IV	576113	578446	YDR062W	.	+	576113	578446	0	1	2333	576108	Q3
VII	393925	394722	YGL058W	.	+	393925	394722	0	1	797	393922	Q3
XII	131084	131466	YLL009C	.	-	131084	131466	0	1	382	131083	Q3
XI	435223	436934	YKL004W	.	+	435223	436934	0	1	1711	435219	Q3
IV	829543	830472	YDR183W	.	+	829543	830472	0	1	929	829535	Q3
XV	725478	727242	YOR205C	.	-	725478	727242	0	1	1764	725471	Q3
XIII	748112	749727	YMR239C	.	-	748112	749727	0	1	1615	748105	Q3
X	173528	177593	YJL129C	.	-	173528	177593	0	1	4065	173527	Q3
VII	291911	293090	YGL115W	.	+	291911	293090	0	1	1179	291909	Q3
II	177797	181394	YBL022C	.	-	177797	181394	0	1	3597	177796	Q3
VIII	220055	220601	YHR059W	.	+	220055	220601	0	1	546	220053	Q3
IV	509663	512237	YDR034C	.	-	509663	512237	0	1	2574	509658	Q3
XIII	902757	903972	YMR315W	.	+	902757	903972	0	1	1215	902748	Q3
VII	905191	905868	YGR203W	.	+	905191	905868	0	1	677	905182	Q3
XII	764753	765409	YLR315W	.	+	764753	765409	0	1	656	764746	Q3
XII	404435	406977	YLR131C	.	-	404435	406977	0	1	2542	404431	Q3
IV	558269	560779	YDR052C	.	-	558269	560779	0	1	2510	558264	Q3
V	82965	84697	YEL036C	.	-	82965	84697	0	1	1732	82957	Q3
II	735620	736084	YBR262C	.	-	735620	736084	0	1	464	735613	Q3
IV	301398	302248	YDL086C-A	.	-	301398	302248	0	1	850	301395	Q3
IX	46740	47546	YIL157C	.	-	46740	47546	0	1	806	46736	Q3
XIV	217143	218725	YNL230C	.	-	217143	218725	0	1	1582	217141	Q3
IV	70485	73964	YDL215C	.	-	70485	73964	0	1	3479	70478	Q3
XVI	255789	256827	YPL156C	.	-	255789	256827	0	1	1038	255787	Q3
XII	441448	442738	YLR151C	.	-	441448	442738	0	1	1290	441444	Q3
II	704529	705455	YBR242W	.	+	704529	705455	0	1	926	704522	Q3
II	783626	784608	YBR291C	.	-	783626	784608	0	1	982	783619	Q3
IX	273966	274946	YIL043C	.	-	273966	274946	0	1	980	273964	Q3
XV	744190	745399	YOR213C	.	-	744190	745399	0	1	1209	744183	Q3
IX	277713	278231	YIL040W	.	+	277713	278231	0	1	518	277711	Q3
XII	208707	210467	YLR033W	.	+	208707	210467	0	1	1760	208705	Q3
XII	820439	822146	YLR345W	.	+	820439	822146	0	1	1707	820431	Q3
XVI	271232	272227	YPL149W	.	+	271232	272227	0	1	995	271230	Q3
XVI	212924	214044	YPL177C	.	-	212924	214044	0	1	1120	212922	Q3
II	365871	366610	YBR062C	.	-	365871	366610	0	1	739	365868	Q3
VII	252770	253885	YGL136C	.	-	252770	253885	0	1	1115	252768	Q3
XV	232330	233701	YOL052C	.	-	232330	233701	0	1	1371	232328	Q3
V	295345	298120	YER069W	.	+	295345	298120	0	1	2775	295343	Q3
IV	1068621	1071678	YDR303C	.	-	1068621	1071678	0	1	3057	1068620	Q3
II	71551	73109	YBL081W	.	+	71551	73109	0	1	1558	71544	Q3
II	723592	724266	YBR254C	.	-	723592	724266	0	1	674	723585	Q3
XVI	199406	202574	YPL183C	.	-	199406	202574	0	1	3168	199405	Q3
IV	478941	482281	YDR017C	.	-	478941	482281	0	1	3340	478937	Q3
VIII	94976	98074	YHL007C	.	-	94976	98074	0	1	3098	94967	Q3
IV	337457	338170	YDL064W	.	+	337457	338170	0	1	713	337454	Q3
VII	475486	476243	YGL010W	.	+	475486	476243	0	1	757	475482	Q3
XIV	485547	486552	YNL075W	.	+	485547	486552	0	1	1005	485543	Q3
IV	935126	935917	YDR236C	.	-	935126	935917	0	1	791	935117	Q3
XIII	713846	715458	YMR221C	.	-	713846	715458	0	1	1612	713839	Q3
XV	817228	818436	YOR262W	.	+	817228	818436	0	1	1208	817220	Q3
V	415857	416622	YER128W	.	+	415857	416622	0	1	765	415853	Q3
III	194316	197219	YCR037C	.	-	194316	197219	0	1	2903	194315	Q3
II	217407	220685	YBL005W	.	+	217407	220685	0	1	3278	217405	Q3
IV	1480416	1481057	YDR519W	.	+	1480416	1481057	0	1	641	1480415	Q3
X	53317	54288	YJL203W	.	+	53317	54288	0	1	971	53312	Q3
XVI	639446	641207	YPR034W	.	+	639446	641207	0	1	1761	639440	Q3
II	411039	414073	YBR084W	.	+	411039	414073	0	1	3034	411035	Q3
XIV	198389	199998	YNL240C	.	-	198389	199998	0	1	1609	198388	Q3
IV	1428249	1429038	YDR487C	.	-	1428249	1429038	0	1	789	1428248	Q3
IX	210798	212035	YIL079C	.	-	210798	212035	0	1	1237	210796	Q3
VII	197990	199173	YGL162W	.	+	197990	199173	0	1	1183	197989	Q3
III	214046	214871	YCR051W	.	+	214046	214871	0	1	825	214044	Q3
IX	187852	188867	YIL093C	.	-	187852	188867	0	1	1015	187851	Q3
IV	99543	100504	YDL201W	.	+	99543	100504	0	1	961	99534	Q3
VII	935997	936893	YGR220C	.	-	935997	936893	0	1	896	935988	Q3
VIII	198591	201338	YHR047C	.	-	198591	201338	0	1	2747	198590	Q3
IV	1195160	1196297	YDR361C	.	-	1195160	1196297	0	1	1137	1195159	Q3
I	110615	113403	YAL021C	.	-	110615	113403	0	1	2788	110614	Q3
XIII	244123	246106	YML013W	.	+	244123	246106	0	1	1983	244121	Q3
XIV	466236	466752	YNL086W	.	+	466236	466752	0	1	516	466232	Q3
IV	1079030	1080249	YDR309C	.	-	1079030	1080249	0	1	1219	1079029	Q3
XII	872730	873588	YLR376C	.	-	872730	873588	0	1	858	872722	Q3
XIV	462265	466152	YNL087W	.	+	462265	466152	0	1	3887	462261	Q3
IV	284442	285175	YDL098C	.	-	284442	285175	0	1	733	284440	Q3
XII	318158	320319	YLR089C	.	-	318158	320319	0	1	2161	318155	Q3
IX	377176	378262	YIR011C	.	-	377176	378262	0	1	1086	377173	Q3
XVI	785707	787680	YPR123C	.	-	785707	787680	0	1	1973	785700	Q3
IV	222291	223839	YDL133W	.	+	222291	223839	0	1	1548	222289	Q3
IV	144265	145545	YDL175C	.	-	144265	145545	0	1	1280	144264	Q3
II	80213	80775	YBL078C	.	-	80213	80775	0	1	562	80205	Q3
XIV	532652	533934	YNL051W	.	+	532652	533934	0	1	1282	532647	Q3
XVI	30048	30384	YPL271W	.	+	30048	30384	0	1	336	30045	Q3
V	409684	413011	YER125W	.	+	409684	413011	0	1	3327	409680	Q3
XV	489903	490905	YOR089C	.	-	489903	490905	0	1	1002	489899	Q3
IV	240213	241269	YDL124W	.	+	240213	241269	0	1	1056	240211	Q3
XIV	483283	485371	YNL076W	.	+	483283	485371	0	1	2088	483279	Q3
XV	717069	718462	YOR197W	.	+	717069	718462	0	1	1393	717062	Q3
XI	48162	49007	YKL207W	.	+	48162	49007	0	1	845	48158	Q3
VII	452338	454642	YGL022W	.	+	452338	454642	0	1	2304	452334	Q3
XII	1053392	1054954	YLR455W	.	+	1053392	1054954	0	1	1562	1053391	Q3
XII	537222	538506	YLR191W	.	+	537222	538506	0	1	1284	537217	Q3
XV	790004	792258	YOR243C	.	-	790004	792258	0	1	2254	789997	Q3
IV	336224	337296	YDL065C	.	-	336224	337296	0	1	1072	336221	Q3
IV	453015	453830	YDR002W	.	+	453015	453830	0	1	815	453011	Q3
IV	1283999	1288044	YDR407C	.	-	1283999	1288044	0	1	4045	1283998	Q3
XI	185203	185767	YKL138C	.	-	185203	185767	0	1	564	185202	Q3
XII	185089	187251	YLR023C	.	-	185089	187251	0	1	2162	185088	Q3
II	320348	321654	YBR042C	.	-	320348	321654	0	1	1306	320345	Q3
XII	790304	791995	YLR332W	.	+	790304	791995	0	1	1691	790297	Q3
XVI	887948	888741	YPR174C	.	-	887948	888741	0	1	793	887940	Q3
IV	1043066	1045143	YDR292C	.	-	1043066	1045143	0	1	2077	1043065	Q3
VIII	370008	370593	YHR132W-A	.	+	370008	370593	0	1	585	370005	Q3
XI	465271	466214	YKR014C	.	-	465271	466214	0	1	943	465267	Q3
XIII	864298	865369	YMR299C	.	-	864298	865369	0	1	1071	864290	Q3
XIV	491491	493126	YNL071W	.	+	491491	493126	0	1	1635	491487	Q3
XIV	557793	559115	YNL037C	.	-	557793	559115	0	1	1322	557788	Q3
XI	560675	562303	YKR063C	.	-	560675	562303	0	1	1628	560670	Q3
IV	744227	746241	YDR144C	.	-	744227	746241	0	1	2014	744220	Q3
X	432596	433192	YJL003W	.	+	432596	433192	0	1	596	432592	Q3
X	84002	85425	YJL183W	.	+	84002	85425	0	1	1423	83994	Q3
IX	76027	77292	YIL145C	.	-	76027	77292	0	1	1265	76020	Q3
XVI	883791	885634	YPR171W	.	+	883791	885634	0	1	1843	883783	Q3
XI	393707	394707	YKL023W	.	+	393707	394707	0	1	1000	393704	Q3
XIII	229563	230830	YML021C	.	-	229563	230830	0	1	1267	229561	Q3
IV	733443	733975	YDR139C	.	-	733443	733975	0	1	532	733436	Q3
XIII	534721	535657	YMR132C	.	-	534721	535657	0	1	936	534716	Q3
II	324264	326092	YBR044C	.	-	324264	326092	0	1	1828	324261	Q3
II	635093	636660	YBR207W	.	+	635093	636660	0	1	1567	635087	Q3
VII	637691	639521	YGR077C	.	-	637691	639521	0	1	1830	637685	Q3
VIII	377248	377771	YHR138C	.	-	377248	377771	0	1	523	377245	Q3
I	169285	170390	YAR015W	.	+	169285	170390	0	1	1105	169284	Q3
XIII	205606	206345	YML036W	.	+	205606	206345	0	1	739	205604	Q3
VII	656700	659900	YGR089W	.	+	656700	659900	0	1	3200	656694	Q3
XIII	80487	82154	YML095C	.	-	80487	82154	0	1	1667	80479	Q3
XIII	212215	213970	YML032C	.	-	212215	213970	0	1	1755	212213	Q3
VII	217468	221007	YGL151W	.	+	217468	221007	0	1	3539	217466	Q3
II	92381	93483	YBL068W	.	+	92381	93483	0	1	1102	92372	Q3
XV	539629	544352	YOR116C	.	-	539629	544352	0	1	4723	539624	Q3
IV	456668	458211	YDR005C	.	-	456668	458211	0	1	1543	456664	Q3
XVI	916973	919071	YPR190C	.	-	916973	919071	0	1	2098	916964	Q3
IV	551735	553024	YDR047W	.	+	551735	553024	0	1	1289	551730	Q3
XV	936624	939441	YOR329C	.	-	936624	939441	0	1	2817	936615	Q3
XIII	696717	698498	YMR215W	.	+	696717	698498	0	1	1781	696711	Q3
